pinn_state,psi_11,psi_12,psi_21,psi_22
PINN_1,-0.9999819397926331,-1.448573311790824e-05,3.518902667565271e-05,3.7007557693868876e-06
PINN_2,3.216498589608818e-05,-0.4027532637119293,0.9153055548667908,-7.419400208164006e-05
PINN_3,7.358634320553392e-06,0.9153023958206177,0.4027591943740845,5.860191959072836e-05
PINN_4,4.982284735888243e-07,0.00012864267046097666,-6.95444832672365e-05,-0.9999375343322754
