state,exact_label,m,radial_index,angular,epsilon_exact,epsilon_PINN,relative_error_percent,weight_m1_radial1,weight_m2_radial1,dominant_exact_label,dominant_overlap
1,"$\psi_{0,1}$",0,1,radial,5.783185962946783,5.7832225039290615,0.0006318486473088156,3.9519853983400094e-14,0.0,"$\psi_{0,1}$",0.9999999706554912
2,"$\psi_{1,1}^c$",1,1,cos,14.681970642123895,14.682032659406966,0.00042240435281096163,0.9999999223159332,0.0,"$\psi_{1,1}^s$",0.997202780482181
3,"$\psi_{1,1}^s$",1,1,sin,14.681970642123895,14.682036499749389,0.0004485612122431398,0.9999999296519164,0.0,"$\psi_{1,1}^c$",0.9972027837981532
