x,psi_pinn_n1,psi_exact_n1,psi_pinn_n2,psi_exact_n2,psi_pinn_n3,psi_exact_n3,psi_pinn_n4,psi_exact_n4,psi_pinn_n5,psi_exact_n5
0.237482117310,9.598933419347e-01,9.599108765321e-01,1.409891946944e+00,1.409841537771e+00,1.110709652572e+00,1.110753400974e+00,2.214520323103e-01,2.215456265994e-01,-7.855085491400e-01,-7.853646231954e-01
0.238912732475,9.645531206417e-01,9.645688030251e-01,1.410830724435e+00,1.410783372583e+00,1.098803215091e+00,1.098850331114e+00,1.963083491848e-01,1.964008647994e-01,-8.117318549733e-01,-8.115933997775e-01
0.240343347639,9.691927480086e-01,9.692072455292e-01,1.411654986157e+00,1.411611218434e+00,1.086695644662e+00,1.086747496038e+00,1.711028050378e-01,1.711926288228e-01,-8.375442403734e-01,-8.374123445792e-01
0.241773962804,9.738120479554e-01,9.738261103493e-01,1.412364862539e+00,1.412325008435e+00,1.074389443563e+00,1.074447095980e+00,1.458431845646e-01,1.459290656400e-01,-8.629323575567e-01,-8.628084197615e-01
0.243204577969,9.784109226838e-01,9.784253041857e-01,1.412960477886e+00,1.412924684915e+00,1.061887265055e+00,1.061951367086e+00,1.205371592033e-01,1.206183401023e-01,-8.878831063183e-01,-8.877688010225e-01
0.244635193133,9.829893479319e-01,9.830047341361e-01,1.413441944328e+00,1.413410199419e+00,1.049191855894e+00,1.049262581014e+00,9.519236081494e-02,9.526863230346e-02,-9.123837085625e-01,-9.122808840737e-01
0.246065808298,9.875473612106e-01,9.875643076976e-01,1.413809360634e+00,1.413781512720e+00,1.036305995901e+00,1.036383044520e+00,6.981645850915e-02,6.988813493557e-02,-9.364217724866e-01,-9.363322910043e-01
0.247496423462,9.920850449081e-01,9.921039327681e-01,1.414062814567e+00,1.414038594816e+00,1.023232442842e+00,1.023315099035e+00,4.441722651855e-02,4.448505064159e-02,-9.599853366991e-01,-9.599108765321e-01
0.248927038627,9.966025065521e-01,9.966235176487e-01,1.414202386947e+00,1.414181424934e+00,1.009973889290e+00,1.010061120244e+00,1.900259330642e-02,1.906758936430e-02,-9.830628878029e-01,-9.830047341361e-01
0.250357653791,1.001099858600e+00,1.001122971045e+00,1.414228155552e+00,1.414209991534e+00,9.965329357736e-01,9.966235176487e-01,-6.419334292301e-03,-6.356034307115e-03,-1.005643349099e+00,-1.005602202070e+00
0.251788268956,1.005577199886e+00,1.005602202070e+00,1.414140197159e+00,1.414124292309e+00,9.829120818698e-01,9.830047341361e-01,-3.184027386137e-02,-3.177760379183e-02,-1.027716042369e+00,-1.027691869249e+00
0.253218884120,1.010034600351e+00,1.010061120244e+00,1.413938586634e+00,1.413924334183e+00,9.691137343267e-01,9.692072455292e-01,-5.725179495085e-02,-5.718890317292e-02,-1.049270628508e+00,-1.049262581014e+00
0.254649499285,1.014472090048e+00,1.014499635498e+00,1.413623392714e+00,1.413610133312e+00,9.551402291289e-01,9.552335601387e-01,-8.264536577743e-02,-8.258171985263e-02,-1.070297035551e+00,-1.070303444765e+00
