mode_index,epsilon,c12,c21,w12,w21,w_subspace,seed_id,seed,training_seed,selected_doublet_rank
3,50.06007,0.8480229377746582,0.5279697775840759,0.7191429029919618,0.2787520860421786,0.9978949890341404,36,1036,1036000,2
1,19.785137,-0.001135975238867104,-0.0017568026669323444,1.2904397433191741e-06,3.086355610540598e-06,4.376795353859772e-06,37,1037,1037000,0
2,50.08434,-0.9990277886390686,0.020297039300203323,0.9980565224730675,0.0004119698043539982,0.9984684922774215,37,1037,1037000,1
3,50.493008,0.020451050251722336,0.9980684518814087,0.0004182454563984722,0.9961406346409518,0.9965588800973503,37,1037,1037000,2
1,19.822132,0.0017245637718588114,0.0009221087675541639,2.9741202032078904e-06,8.502845792002591e-07,3.8244047824081496e-06,38,1038,1038000,0
2,50.048607,-0.8648902773857117,0.5000547766685486,0.7480351919163333,0.250054779669032,0.9980899715853653,38,1038,1038000,1
3,50.30387,0.4996897578239441,0.8646035194396973,0.2496898540741519,0.747539245827511,0.9972290999016629,38,1038,1038000,2
1,19.81805,0.0029728272929787636,0.0024810524191707373,8.837702113879443e-06,6.155621106672968e-06,1.4993323220552411e-05,39,1039,1039000,0
2,49.949455,-0.6150385737419128,0.7874451279640198,0.37827244719048636,0.6200698295542715,0.9983422767447578,39,1039,1039000,1
3,50.24193,-0.7871416807174683,-0.6149007081985474,0.6195920255227207,0.3781028809430751,0.9976949064657958,39,1039,1039000,2
1,19.88212,0.0029086964204907417,-0.0016393550904467702,8.460514866575654e-06,2.687485112573738e-06,1.1147999979149392e-05,40,1040,1040000,0
2,50.001682,0.7513801455497742,-0.6584010720252991,0.5645721231263998,0.43349197164406306,0.9980640947704629,40,1040,1040000,1
3,50.129482,-0.6586523652076721,-0.7510454654693604,0.4338229381936607,0.5640692912020882,0.9978922293957488,40,1040,1040000,2
1,19.926498,0.000509207253344357,0.00196658237837255,2.592920268585042e-07,3.8674462509254355e-06,4.12673827778394e-06,41,1041,1041000,0
2,49.689487,0.9757043719291687,-0.2181454300880432,0.9519990214016936,0.04758742866829735,0.9995864500699909,41,1041,1041000,1
3,50.25948,-0.21813632547855377,-0.9745718240737915,0.04758345649328555,0.9497902402785172,0.9973736967718028,41,1041,1041000,2
1,19.797281,-0.003251981921494007,-0.000602857384365052,1.0575386417723855e-05,3.63437025883472e-07,1.0938823443607327e-05,42,1042,1042000,0
2,50.033066,-0.5237988829612732,0.8506962060928345,0.2743652697914776,0.7236840350607423,0.9980493048522199,42,1042,1042000,1
3,50.399193,0.8503812551498413,0.5235937237739563,0.7231482791102195,0.27415038757547805,0.9972986666856976,42,1042,1042000,2
1,19.855433,0.0013632250484079123,-0.000251882680458948,1.8583825326067547e-06,6.344488471518451e-08,1.9218274173219392e-06,43,1043,1043000,0
2,49.65951,-0.12363874167203903,0.9921044111251831,0.015286538442245201,0.9842711625740463,0.9995577010162915,43,1043,1043000,1
3,50.09921,-0.9913288950920105,-0.1237170398235321,0.9827329782443464,0.015305905942697429,0.9980388841870438,43,1043,1043000,2
1,19.836182,0.003070110222324729,0.003146912669762969,9.425576777222797e-06,9.903059351114697e-06,1.9328636128337494e-05,44,1044,1044000,0
2,49.71808,0.8875170946121216,-0.46016162633895874,0.7876865932287416,0.2117487223549155,0.9994353155836571,44,1044,1044000,1
3,50.299774,0.4600173234939575,0.8866044878959656,0.21161593791454436,0.7860675179572674,0.9976834558718117,44,1044,1044000,2
1,19.97315,-0.0017757461173459888,-0.0027896156534552574,3.153274273269354e-06,7.781955494002603e-06,1.0935229767271957e-05,45,1045,1045000,0
2,49.83157,0.9452940225601196,-0.32499051094055176,0.893580789087892,0.10561883220140089,0.9991996212892928,45,1045,1045000,1
3,50.180973,0.3249925374984741,0.9446393251419067,0.10562014942969711,0.892343454604557,0.9979636040342541,45,1045,1045000,2
1,19.820642,-0.0029313000850379467,-0.0016803949838504195,8.592520188543474e-06,2.8237273017496517e-06,1.1416247490293125e-05,46,1046,1046000,0
2,50.01416,-0.6621299982070923,0.7480915784835815,0.43841613452572403,0.5596410097980566,0.9980571443237807,46,1046,1046000,1
3,50.40137,0.747783362865448,0.6619607210159302,0.5591799577783583,0.43819199616793014,0.9973719539462884,46,1046,1046000,2
1,19.81038,0.00026748800883069634,0.0018244913080707192,7.154983486821069e-08,3.328768533225604e-06,3.400318368093815e-06,47,1047,1047000,0
2,49.920284,0.3989356458187103,-0.9162676930427551,0.1591496495047915,0.8395464853138925,0.998696134818684,47,1047,1047000,1
3,50.169754,0.9157736301422119,0.3988967835903168,0.8386413416638447,0.1591186439587,0.9977599856225448,47,1047,1047000,2
1,19.815617,0.0013906164094805717,3.868464409606531e-05,1.933813998316637e-06,1.4965016888392408e-09,1.9353105000054764e-06,48,1048,1048000,0
2,49.879993,0.9989937543869019,0.028707878664135933,0.9979885213040376,0.0008241422973947511,0.9988126636014324,48,1048,1048000,1
3,50.426434,-0.02859770506620407,0.9979234933853149,0.000817828735053594,0.9958512986503507,0.9966691273854043,48,1048,1048000,2
1,19.79411,0.0008508189930580556,0.001063964911736548,7.238929589483237e-07,1.1320213334065603e-06,1.855914292354884e-06,49,1049,1049000,0
2,49.89193,0.6372310519218445,-0.7699028849601746,0.40606341353342046,0.5927504522699998,0.9988138658034202,49,1049,1049000,1
3,50.29925,0.7687303423881531,0.6365609765052795,0.5909463393082071,0.40520987680935505,0.9961562161175621,49,1049,1049000,2
