pinn_state,psi_11,psi_12,psi_21,psi_22
PINN_1,-0.8650580137096678,-0.031920187982303797,0.006611985106317077,0.0010638277431550174
PINN_2,0.04059945425338099,-0.44937754119796913,-0.005618082113995979,-0.014093357158749558
PINN_3,-0.017181784645934298,0.012713367632634542,-0.45312584239519565,0.019019698762778155
PINN_4,0.038691628829638794,0.13152069924712687,0.01457657884461979,-0.012162257657209232
