eta,Lx,Ly,E12_exact,E21_exact,splitting_exact_E12_minus_E21,E12_PINN_matched,E21_PINN_matched,splitting_PINN_E12_minus_E21,PINN_state_for_psi12,PINN_state_for_psi21,overlap_psi12,overlap_weight_psi12,overlap_psi21,overlap_weight_psi21,relative_error_E12_percent,relative_error_E21_percent
0.8,1.0,0.8,71.55463190789784,54.899674481059556,16.654957426838287,71.63780212402344,54.98592758178711,16.651874542236328,3,2,0.9999579787254333,0.9999159592166542,-0.9999607801437378,0.9999215618256727,0.11623316885012835,0.15711040464786535
0.9,1.0,0.9,58.60839156696274,51.66311439582578,6.945277171136958,58.907554626464844,52.04719924926758,6.860355377197266,3,2,0.9997626543045044,0.999525364941988,0.9991825819015503,0.9983658319754483,0.5104440703858919,0.7434411531969732
1.0,1.0,1.0,49.34802200544679,49.34802200544679,0.0,49.525718688964844,49.42424774169922,0.101470947265625,3,2,0.9175038933753967,0.8418133943590114,-0.9175699949264526,0.8419346955893303,0.36008876606733486,0.15446563642208763
1.1,1.0,1.1,42.496395809649215,47.635115456497395,-5.13871964684818,42.623294830322266,47.709903717041016,-5.08660888671875,2,3,0.9998495578765869,0.9996991383860063,0.999971330165863,0.9999426611536855,0.2986112545672333,0.15700237068160447
1.2,1.0,1.2,37.28517218189313,46.332309549558374,-9.047137367665243,37.35726547241211,46.40394973754883,-9.046684265136719,2,3,-0.9999587535858154,0.9999175088728975,0.9999624490737915,0.9999248995576551,0.19335646397789522,0.15462252731827536
