eta,E12_uncoupled,E21_uncoupled,E2_ref,E3_ref,gap_ref,E2_pinn,E3_pinn,gap_pinn,err_E2_percent,err_E3_percent,mass_cond,mass_trace,best_restart,runtime_s
0.82,68.582301611615,54.156591906988844,55.47990876739161,72.29290576765085,16.812997000259237,4.201883052505811,5.797581216465441,1.5956981639596304,92.4262978331077,91.98042857054487,1.5965560094262083,2.1457561844435794e-06,1,26.43169403076172
0.865,62.63236641032111,52.66910810666537,53.592100413757,66.39856865132232,12.80646823756532,4.27074208430307,6.985633118056814,2.7148910337537444,92.03102313338931,89.47924140542796,1.7132852425584817,1.630146015373832e-06,0,29.818342924118042
0.9099999999999999,57.543095047578234,51.396790265979654,51.743087264783306,61.588842995324306,9.845755730541,5.039355841837255,5.367171471194532,0.3278156293572776,90.26081336034412,91.28548092452071,3.6639086320832397,4.596034579214947e-06,0,25.500339031219482
0.955,53.156156419243935,50.30005560889607,49.77555200777833,57.8145212337226,8.038969225944271,7.180583531023956,7.272817759255908,0.09223422823195193,85.57407554234284,87.42043070830837,53.978693634380875,4.780615910809465e-05,0,24.709830284118652
1.0,49.34802200544679,49.34802200544679,47.56939199388574,55.03457114043684,7.465179146551101,9.876875769375472,15.39332884096282,5.516453071587348,79.23690979559927,72.02971055832845,1166393.3380072268,0.9863492344685268,1,25.152497053146362
1.045,46.02117382885652,48.51630996129922,45.16914750212353,53.077240264979416,7.908092762855887,10.612584682756626,14.824272860682067,4.21168817792544,76.50479305092553,72.07037745995399,1139805.5109667603,0.9901068835883252,0,31.496451139450073
1.0899999999999999,43.09779866449937,47.785466170209936,42.74262119110495,51.67321217089182,8.93059097978687,11.03886789222105,13.162285031922808,2.1234171397017576,74.17362907420774,74.52783661214448,730181.6756670271,0.9952450048314794,0,26.473424196243286
1.135,40.51519628477227,47.13981557527816,40.42314148610479,50.60735442951371,10.184212943408923,11.83244117785149,14.420056800344227,2.587615622492738,70.7285462167288,71.50600547509633,307619.44726062444,0.994138244236312,0,26.426127195358276
1.18,38.22238923616364,46.566613813126004,38.269968971338734,49.753890779963626,11.483921808624892,12.449763294428593,13.144929062239418,0.6951657678108258,67.46858273192615,73.58009824724499,758660.3648685269,0.9978568913158865,1,26.207963943481445
