eta,E12_uncoupled,E21_uncoupled,E2_ref,E3_ref,gap_ref,E2_pinn,E3_pinn,gap_pinn,err_E2_percent,err_E3_percent,M_cond,M_trace,score,energy_loss,corr_loss,ortho_loss,best_restart,runtime_s
0.82,68.582301611615,54.156591906988844,54.57408458293195,71.23752828442042,16.663443701488468,54.91887466354318,71.71649166504439,16.79761700150121,0.6317835347055165,0.6723469948475391,1.0000000000000002,1.9379882812500004,126.63536632858757,126.63536632858757,0.0,1.420566160446885e-29,0,26.641883850097656
0.85,64.51101285002699,53.13876971659184,53.3132194482556,67.2537453675366,13.940525919280994,53.65129194805243,67.73340435071475,14.082112402662318,0.6341250881030629,0.7132078378042067,1.0000000000000002,1.9379882812500004,121.38469629876718,121.38469629876718,0.0,1.420566160446885e-29,0,25.43436908721924
0.8799999999999999,60.84896597696415,52.22325799832613,52.0884704961949,63.75989900431894,11.671428508124038,52.418250030752155,64.2435683563317,11.825318325579552,0.6331142600575006,0.758579231720561,1.0000000000000002,1.9379882812500004,116.66181838708385,116.66181838708385,0.0,1.420566160446885e-29,0,30.11170196533203
0.9099999999999999,57.543095047578234,51.396790265979654,50.85771862402612,60.72994302830415,9.872224404278029,51.17794165494636,61.22035271606879,10.04241106112243,0.6296448987174189,0.8075253545620427,1.0000000000000002,1.9379882812500004,112.39829437101514,112.39829437101514,0.0,1.420566160446885e-29,0,29.473400115966797
0.94,54.548664614259835,50.648182657650054,49.574810613657384,58.15256502282046,8.577754409163077,49.885539117337814,58.65089060753657,8.765351490198753,0.6267870715674044,0.8569279523965129,1.0000000000000002,1.9379882812500004,108.53642972487438,108.53642972487438,0.0,1.420566160446885e-29,0,29.775415897369385
0.97,51.827748310492524,49.96795358170822,48.199950480839576,56.018840751605126,7.81889027076555,48.503722053074036,56.5235894228977,8.019867369823665,0.6302321251454712,0.9010337674260278,1.0000000000000002,1.9379882812500004,105.02731147597174,105.02731147597174,0.0,1.420566160446885e-29,0,29.91876721382141
1.0,49.34802200544679,49.34802200544679,46.71950179831314,54.300881700511916,7.581379902198776,47.021158860546755,54.80809289661931,7.786934036072552,0.6456769670529915,0.934075433442934,1.0000000000000002,1.9379882812500004,101.82925175716606,101.82925175716606,0.0,1.420566160446885e-29,0,30.10038185119629
1.03,47.08179933403066,48.781466337592754,45.15775183390813,52.93883214709524,7.781080313187111,45.46229649044894,53.444247456362035,7.981950965913093,0.6744017232322352,0.9547156383473918,1.0000000000000002,1.9379882812500004,98.90654394681098,98.90654394681098,0.0,1.420566160446885e-29,0,25.808711051940918
1.06,45.005255526362966,48.26233038567584,43.56306541328834,51.853718382047155,8.290652968758813,43.873678752738435,52.354782902440384,8.481104149701949,0.7130199321449597,0.9663039335028817,1.0000000000000002,1.9379882812500004,96.22846165517882,96.22846165517882,0.0,1.420566160446885e-29,0,27.695855855941772
1.0899999999999999,43.09779866449937,47.785466170209936,41.98300338627057,50.971522699070405,8.988519312799838,42.30088716932182,51.46756067591642,9.166673506594599,0.7571725636837267,0.9731668794251226,1.0000000000000002,1.9379882812500004,93.76844784523823,93.76844784523823,0.0,1.420566160446885e-29,0,27.583081007003784
1.1199999999999999,41.34155721068553,47.34640580675647,40.4510980657509,50.23574976169585,9.784651695944952,40.776279784270415,50.727174122519756,9.950894338249341,0.8038884828069502,0.9782363419578367,1.0000000000000002,1.9379882812500004,91.50345390679017,91.50345390679017,0.0,1.420566160446885e-29,0,24.39706516265869
1.15,39.720959867522204,46.94125647096564,38.986444487852616,49.607295745934074,10.620851258081458,39.31848082700566,50.09491698245303,10.77643615544737,0.8516712501354102,0.9829627460773671,1.0000000000000002,1.9379882812500004,89.41339780945869,89.41339780945869,0.0,1.420566160446885e-29,0,23.318512678146362
1.18,38.22238923616364,46.566613813126004,37.59785007343888,49.05985387045755,11.462003797018674,37.936194281892696,49.5445231498238,11.608328867931107,0.8999030736942143,0.9879142335931524,1.0000000000000002,1.9379882812500004,87.4807174317165,87.4807174317165,0.0,1.420566160446885e-29,0,23.92973279953003
