eta,a,b,E1_PINN,E2_PINN,E3_PINN,Delta_m1_PINN,E1_FD,E2_FD,E3_FD,Delta_m1_FD,m1_weight_mode1,m1_weight_mode2,m1_weight_mode3,best_restart,best_score
0.8,1.0,0.8,17.92247886153535,19.4813945513011,452.84256533727273,433.36117078597164,7.312204995353104,16.512140678784984,20.58193723024542,4.069796551460435,0.8064383151529467,0.19953074984702393,0.6027139586210692,2,180.81224952361953
0.9,1.0,0.9,10.644530563140606,18.923982654798465,86.19619841369763,67.27221575889916,6.384159461538087,15.349390473224357,17.053649168321485,1.7042586950971277,0.081649510352631,0.9150173406184523,0.5913394087098588,1,126.10075918667361
1.0,1.0,1.0,9.886817973920293,15.813355726353826,274.6042834044172,258.7909276780633,5.717858858393053,14.512857825780033,14.512857825785458,5.424993787528365e-12,0.1289206269659113,0.9890099210851365,0.6825521919498411,2,59.204022411687674
1.1,1.0,1.1,8.234774366966855,39.371089304452696,297.7738266612893,258.4027373568366,5.220291793443927,12.619688238710678,13.876875775220014,1.2571875365093366,0.020292321726999418,0.8398555565546322,0.6146979199253148,2,238.8081384684389
1.2,1.0,1.2,8.034669296546655,16.52379245468854,132.18019972300596,115.65640726831742,4.839580611690569,11.17185921023334,13.384233958728329,2.212374748494989,0.1716110436922232,0.8395003541124294,0.3216481355541222,1,131.68016439088493
